Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта
Суханов Захар Макарович;;;Астрахань;2028-07-17T04:30;2028-07-17T21:30;679.0;5_32;571.0;2200888254346730_
Комарова Ника Михайловна;;;;;2020-02-10T05:45;346.0;;;4567135731637031_
;;;;;;;;;4000454255603707_
;;;;;;;;;2204533163280200_
;;;;;;;;;5400318287726081_
;;;;2043-02-10T21:07;;;;;4276384110885583_
Борисов Герман Богданович;3779_071046;;;2022-06-19T13:30;2022-06-22T10:15;534.0;;;4276760380636513_
Белова Арина Платоновна;5073_776849;;;2016-10-05T11:06;2016-10-05T14:09;669.0;8_32;512.0;5334214764614084_
Кудрявцева Инна Германовна;2684_033436;;;2013-05-16T13:00;2013-05-16T15:02;767.0;13_12;573.0;2200526666211215_
Давыдов Елистрат Эрнестович;1151_426907;;;2074-12-05T02:15;2074-12-05T20:45;376.0;2_4;777.0;4300425052580311_
Савельев Виктор Лаврентьевич;8333_023958;;;;2034-10-21T23:05;223.0;21_2;835.0;5486840234406068_
Суханов Тимур Власович;1033_791574;;;;2013-02-26T19:20;457.0;19_7;777.0;5486871576741242_
Козлова Арина Эрнестовна;1625_607234;;;;2052-01-22T01:15;69.0;21_3;1240.0;2204567276500217_
Степанов Евграф Кириллович;0295_212708;Волгоград;Ростов-на-Дону;2027-10-26T10:38;2027-10-26T20:55;;;537.0;4567673805172562_
Колесников Антон Витальевич;0345_314082;Адлер;Екатеринбург;2024-12-05T17:00;2024-12-08T00:24;;;699.0;5500275226634855_
Макарова Агния Викторовна;1651_289875;Саратов;Краснодар;2013-12-30T17:00;2013-12-31T13:40;455.0;29_1;1095.0;4300737333473337_
Попов Давид Николаевич;7469_434879;Мин. Воды;Москва;2029-12-24T09:30;2029-12-25T11:30;374.0;24_11;1280.0;5100078728656636_
Коновалов Аполлон Захарович;2376_413682;;;2030-02-08T11:45;2030-02-09T01:47;350.0;13_3;651.0;4300681151313508_
Давыдова Яна Савельевна;4106_497791;;;2029-04-13T08:50;2029-04-13T17:15;146.0;3_1;2439.0;5100852703562353_
Белов Прохор Вадимович;5484_540809;;;2022-12-22T15:00;2022-12-22T18:00;475.0;2_24;545.0;5469846805151524_
Лебедева Зарема Геннадиевна;3749_328619;;;2024-07-18T12:15;2024-07-19T08:15;241.0;6_40;560.0;5100786056786364_
Козлова Вероника Григорьевна;8266_917711;Краснодар;Воронеж;2032-09-17T23:55;2032-09-18T17:15;556.0;32_2;1040.0;5200676704264172_
Абрамова Глафира Платоновна;8376_230618;Новосибирск;Ростов-на-Дону;2037-09-28T23:14;2037-10-01T10:42;211.0;1_3;607.0;4567461110518057_
Григорьев Всеволод Филиппович;6937_898880;Сызрань;Рязань;2021-05-26T20:46;2021-05-27T05:18;34.0;1_42;628.0;5334708245315368_
Назаров Валентин Владленович;2436_104228;Воронеж;Москва;2044-09-10T05:48;2044-09-10T12:39;372.0;28_11;705.0;5334534213447154_
Жданова Моника Станиславовна;8979_985643;Пекин;Улан-Удэ;2053-06-09T07:00;2053-06-10T17:52;4.0;28_2;1650.0;4300457805246812_
Гуляева Галина Елистратовна;;;;2014-10-02T16:15;2014-10-02T17:46;738.0;1_12;550.0;5334023600656378_
Карпов Юрий Фёдорович;;;;2071-08-23T19:12;2071-08-24T13:48;529.0;4_26;555.0;4100664776633137_
Ромашкина Милана Матвеевна;;;;2013-03-27T14:29;2013-03-28T04:16;507.0;2_31;706.0;5334558651561352_
;;;Волгоград;2039-11-09T02:10;2039-11-10T05:10;463.0;29_6;1342.0;5334532824252856_
;;;Вологда;2019-03-03T20:10;2019-03-04T02:40;355.0;;;5469211411705525_
;;;Краснодар;2014-06-30T21:42;2014-06-30T23:03;771.0;;;5200470843134646_
Седов Всеволод Матвеевич;2751_676344;Краснодар;Анапа;2069-05-16T12:45;2069-05-17T02:00;517.0;;;5200038530570025_
Петров Игнат Антонович;6718_671553;Новосибирск;Барнаул;2046-08-08T22:51;2046-08-09T20:05;95.0;;;5469733333770545_
Тарасов Павел Тарасович;1193_551337;Рузаевка;Пенза;2021-09-05T06:10;2021-09-05T09:10;;;;5100576627476835_
Комаров Степан Елистратович;2982_438631;Краснодар;Самара;2031-05-27T18:47;2031-05-28T23:35;;;;4300602554050757_
Мельников Евгений Кузьмич;9419_439154;Ачинск;Красноярск;2019-07-20T18:45;2019-07-20T22:45;;;;5200155602018062_
Яковлев Анатолий Макарович;1194_328068;Санкт-Петербург;Нижний Новгород;2019-09-24T07:30;2019-09-25T08:30;;;;4817871158173171_
Пономарев Климент Артурович;0592_062500;;;2037-01-01T18:30;2037-01-02T12:33;;;;5200456654628454_
Воробьёва Моника Кирилловна;8995_606725;;;2019-06-22T21:15;2019-06-23T19:17;574.0;;;5500806754445818_
Сидорова Ирина Власовна;1491_456848;Краснодар;Сочи;2027-01-15T21:38;2027-01-16T07:14;243.0;;;2200421740642824_
;;Ростов-на-Дону;Самара;2020-12-18T18:49;2020-12-19T22:23;508.0;2_8;549.0;4300612884164242_
;;Новороссийск;Ростов-на-Дону;2031-03-23T22:45;2031-03-24T18:36;336.0;;;5100716268321865_
Борисова Елена Тимофеевна;1958_561819;Москва;Ростов-на-Дону;2013-03-08T06:30;2013-03-08T17:21;747.0;;;4000142701712426_
Никитина Доминика Архиповна;9806_065219;Краснодар;Смоленск;2055-05-02T05:27;2055-05-03T22:15;598.0;5_1;9900.0;2202547224577841_
Орлов Сергей Олегович;0724_442324;Москва;Оренбург;2043-10-27T19:25;2043-10-28T16:39;;;563.0;5100348100735581_
Яковлев Еремей Аполлонович;5474_133257;Туапсе;Ростов-на-Дону;2034-10-05T11:35;2034-10-06T06:55;;;581.0;5469410752784231_
Гуляева Татьяна Геннадиевна;8537_220851;Рязань;Ростов-на-Дону;;;241.0;5_20;530.0;2204214653113365_
Родионова Ясмина Евгеньевна;2865_290033;Санкт-Петербург;Череповец;;;309.0;1_7;516.0;5469226210815513_
Гусев Павел Аполлонович;9909_095838;Волгоград;Анапа;;;699.0;2_7;543.0;4100878034878156_
Ситников Иван Геннадьевич;7781_101701;Мурманск;;;;620.0;7_35;538.0;5200764082117657_
Ефимова Таисия Еремеевна;8248_785592;Котлас;;;2036-03-18T22:03;294.0;21_8;;
;;Краснодар;Адлер;2048-11-14T02:35;2048-11-14T15:09;87.0;25_10;;
;;Ростов-на-Дону;Поворино;2016-03-15T04:46;2016-03-16T02:18;311.0;23_2;;
;;;Усинск;2018-09-24T06:16;2018-09-24T14:05;443.0;4_33;;
;;;Краснодар;2051-03-31T17:40;2051-04-01T07:40;651.0;27_8;936.0;5500750654261625_
Николаев Герман Адамович;6789_271655;Рузаевка;Санкт-Петербург;2035-01-30T21:09;;;1_4;528.0;4100316158683418_
Лебедева Вероника Аркадьевна;9525_328732;;;2019-06-06T05:35;;;;;
Попова Тамара Витальевна;8108_137483;;;2018-07-30T20:45;2018-07-31T03:47;;;;
Игнатов Анатолий Оскарович;9880_861815;Волгоград;Мичуринск;2019-02-12T19:25;2019-02-13T11:27;418.0;16_3;;
Ефремова Кира Григорьевна;8162_216238;Лиски;Москва;2019-10-04T01:13;2019-10-04T07:50;336.0;16_11;;
Ефимов Степан Вадимович;4563_837154;Ростов-на-Дону;;;2016-06-22T19:00;315.0;1_16;788.0;5100801832488523_
;;;;;2075-09-03T12:55;69.0;20_2;1314.0;5486305830462407_
;;;;;2054-08-03T20:30;460.0;21_11;793.0;4567345558467856_
;;;;;2013-01-17T21:40;86.0;3_54;589.0;2200272880155845_
Лебедева Элла Станиславовна;;;Новосибирск;2067-04-10T10:45;2067-04-10T22:45;322.0;7_31;550.0;2204572376775302_
Лебедев Лев Александрович;;;Краснодар;2042-08-08T11:30;2042-08-10T06:00;549.0;5_14;627.0;2204111016740406_
Быкова Ася Валентиновна;;;Бологое;2015-06-15T07:00;2015-06-15T08:01;702.0;3_47;527.0;4300373002081508_
Седов Константин Наумович;4657_203417;Воронеж;Москва;2017-09-12T14:18;2017-09-13T02:20;542.0;23_8;875.0;5500553837841183_
Игнатов Григорий Георгиевич;4674_998297;;;;2024-07-11T03:32;643.0;13_7;518.0;5400072874408573_
Давыдов Назар Игоревич;8829_378824;;;;2019-12-07T01:48;162.0;18_2;955.0;4000782411658124_
Лебедев Платон Станиславович;7143_389228;;;;2043-01-14T21:25;90.0;4_50;517.0;5200861878847356_
Щукина Роза Лукинична;0835_336810;Джанкой;Москва;2032-01-26T13:29;2032-01-27T10:43;548.0;31_5;1162.0;4300354284273140_
Бурова Эвелина Львовна;1460_435899;Ростов-на-Дону;Краснодар;2013-06-10T00:00;2013-06-10T05:00;297.0;5_6;515.0;4276687757272683_
Некрасова Елизавета Дмитриевна;4658_027794;Ростов-на-Дону;Москва;2032-11-13T22:30;2032-11-14T08:30;208.0;10_41;536.0;4817488353062478_
Коновалова Ольга Руслановна;9578_838237;Краснодар;Санкт-Петербург;2040-03-04T22:15;2040-03-05T23:15;432.0;1_39;605.0;5500126058226220_
;;Калуга;Москва;2017-07-31T15:49;2017-07-31T17:51;628.0;32_6;567.0;4817112568748602_
;;;;;2014-06-06T14:34;627.0;25_4;558.0;4000077068647378_
Мишина Мелания Адамовна;7119_481191;;;;;;;650.0;4567241068212330_
Соловьёва Софья Ярославовна;;;Москва;2023-11-30T06:37;;;;;4000238701368251_
Лебедева Виталина Глебовна;;;Рязань;;;;;;2204023435627258_
Шилов Тарас Тарасович;2620_724140;Уфа;Екатеринбург;;;246.0;;;5334362652833463_
Щукина Антонина Эрнестовна;5376_274653;Казань;Москва;;;160.0;;;2204023822632234_
Баранова Алевтина Марковна;3163_045054;Санкт-Петербург;;;2049-12-04T17:20;;;940.0;2202022456162383_
Жукова Изабелла Лукинична;8130_128294;Арзамас;;;2039-08-07T21:55;;;;5400703016860733_
Калашникова Элеонора Анатольевна;5254_495187;;;2037-10-20T22:45;2037-10-22T01:13;;;;
Романов Захар Игнатьевич;4399_533206;;;2054-12-30T13:30;2054-12-31T07:10;;;;
Соболева Маргарита Наумовна;3289_449313;Рязань;Ростов-на-Дону;2015-08-28T05:37;2015-08-28T18:59;;;;5469868231566703_
Капустина Мелания Вячеславовна;0267_434591;Краснодар;Ростов-на-Дону;;;;;;4300445105414437_
Семёнова Мария Евграфовна;7654_631441;Оренбург;Актюбинск;;;;;;4000387460570117_
Васильев Даниил Русланович;6025_110155;Ростов-на-Дону;Прохладная;2047-04-26T10:00;;;;;4000102777308368_
Карпов Кирилл Игоревич;0217_614778;;;2021-07-10T07:18;;;;512.0;2202601426500367_
Щербакова Зарема Григорьевна;3274_858552;;;2026-06-18T18:36;2026-06-19T01:50;748.0;8_52;695.0;2200282030065742_
Яшина Капитолина Борисовна;9778_488018;;;2087-11-10T14:33;2087-11-11T19:25;236.0;16_13;1331.0;5100658417218161_
Харитонова Жанна Платоновна;7169_378302;;;;;729.0;6_48;536.0;5500003813224362_
Михайлов Максим Климович;8452_190216;Сочи;Самара;;;530.0;30_3;1531.0;2202725635041406_
Журавлев Лев Архипович;2016_899882;Краснодар;Анапа;;;499.0;28_7;790.0;4817045776240711_
Давыдов Геннадий Борисович;8096_531252;Лодейное Поле;Петрозаводск;;;7.0;1_13;536.0;5469104603313505_
Иванова Милана Арсеньевна;7615_241743;Москва;Владимир;;;;;900.0;4100442715264272_
Абрамова Капитолина Александровна;0639_328699;Воронеж;Мурманск;2062-05-08T14:45;;;;1709.0;2207317077506216_
Макаров Авраам Артурович;6180_074062;Ростов-на-Дону;Кизляр;2018-12-19T01:40;;;;600.0;5500075237007765_
Егорова Элла Наумовна;2252_505202;Ярославль;Кострома;2013-03-21T18:02;2013-03-21T20:04;757.0;16_62;573.0;4000838878658767_
Семенов Виктор Петрович;6619_485712;Тюмень;Тобольск;2016-02-01T17:12;2016-02-02T04:48;693.0;9_35;625.0;5486065624024807_
Киселев Александр Тимурович;9277_196748;Рязань;Воронеж;2028-12-01T03:18;2028-12-01T09:31;253.0;8_21;526.0;4000377266335800_
Емельянова Елизавета Львовна;6386_588765;Зеленый Дол;Владимир;2014-09-28T01:09;2014-09-28T08:21;24.0;2_10;512.0;5469556521446854_
;;;Адлер;2024-04-16T02:54;2024-04-16T07:30;263.0;5_30;513.0;4100088854121177_
;;;Адлер;2014-09-08T18:15;2014-09-09T00:21;650.0;20_7;675.0;2207014853023431_
;;Рязань;Керчь;2036-11-22T09:45;2036-11-23T05:00;279.0;2_15;788.0;4567662660101483_
;;Москва;Бологое;2016-06-06T12:00;2016-06-06T20:02;665.0;4_49;524.0;4300354662002056_
;;;Санкт-Петербург;2030-10-15T01:39;2030-10-15T11:15;192.0;8_20;534.0;2207237221060218_
;;;Ростов-на-Дону;2028-04-21T15:50;2028-04-21T20:30;99.0;;;
;;;Ростов-на-Дону;2030-05-03T08:02;2030-05-03T16:19;;;;
Жуков Никита Савельевич;;;Краснодар;2050-08-25T06:39;2050-08-25T17:52;;;;
Климов Матвей Петрович;;;Москва;2017-01-08T10:18;2017-01-08T19:30;;;;
Пономарёва Снежана Аркадьевна;2983_430685;Череповец;Москва;2024-12-01T17:00;2024-12-02T06:03;126.0;;;
Харитонова Ева Владимировна;2567_334562;Рязань;Ростов-на-Дону;2014-12-23T09:45;2014-12-23T22:35;279.0;;;
Захарова Карина Архиповна;;;Калуга;2013-02-09T14:01;2013-02-09T15:02;767.0;9_21;536.0;5400588383481660_
Белова Инна Александровна;;;Сочи;2057-03-04T03:20;2057-03-04T12:10;655.0;2_13;515.0;5500116268025334_
Попова Стефания Романовна;;;Керчь;2034-09-19T22:35;2034-09-20T05:00;279.0;25_3;711.0;4817404463178300_
Селиванова Капитолина Артуровна;;;Санкт-Петербург;2013-06-28T15:46;2013-06-28T16:47;776.0;13_55;536.0;2204330210040527_
Пономарев Мирон Анатольевич;5265_666297;Москва;Саранск;2023-11-05T20:00;2023-11-06T10:03;601.0;5_13;542.0;4567465503517813_
Зайцев Платон Платонович;5181_167124;Волгоград;Красноярск;2041-06-27T21:50;2041-06-30T22:45;320.0;6_20;718.0;2202330641423248_
Ершов Назар Андреевич;4506_953338;Сочи;Адлер;2037-07-21T18:00;2037-07-22T01:35;485.0;35_1;736.0;5200176074471843_
Белова Алина Глебовна;6372_394635;Екатеринбург;Новосибирск;2048-11-04T06:17;2048-11-05T07:05;27.0;;;
Афанасьева Арина Петровна;0514_437677;Чудово;Москва;2014-12-31T10:11;2014-12-31T12:53;704.0;;;
Маслов Тарас Антонович;7327_405093;Екатеринбург;Красноярск;2071-11-09T01:48;2071-11-10T16:51;359.0;;;
Николаев Евгений Тимофеевич;1035_948455;Пенза;;;2036-05-16T18:36;326.0;11_34;564.0;5200062102873172_
Сидорова Снежана Прокофьевна;3136_365326;Ростов-на-Дону;;;2062-06-26T11:05;585.0;1_33;635.0;5334126284055464_
Савельева Варвара Робертовна;3223_625320;Краснодар;;;2050-08-19T02:26;435.0;4_54;528.0;5334681554282067_
Леонова Полина Ярославовна;2613_585352;Старый Оскол;;;2027-09-07T18:01;658.0;7_43;571.0;2207075086742244_
Пономарев Олег Сергеевич;;;;;;;17_8;634.0;5100261671566183_
Ситников Роберт Витальевич;;;;;;;1_47;527.0;5334020304618034_
Сергеев Клим Тимофеевич;;;;;;25.0;26_1;807.0;5486632228246676_
Родионова Виталина Всеволодовна;9089_629808;;;;;569.0;1_56;996.0;5486122048470242_
Некрасов Даниил Степанович;7008_280171;;;;;636.0;20_8;634.0;4276460428418554_
Селиванова Василиса Евграфовна;9942_639521;;;2013-07-02T00:30;2013-07-02T09:30;345.0;3_54;527.0;2207038153330781_
Калашников Денис Эмильевич;7866_420244;;;2026-06-30T21:30;2026-07-02T00:30;343.0;4_1;6720.0;5100008247367436_
Миронова Виталина Дамировна;3358_531225;;;2026-03-19T00:59;2026-03-19T04:48;43.0;21_24;541.0;5500586530654318_
Ефремов Глеб Оскарович;1865_002223;;;2050-01-11T04:12;;;4_41;542.0;5200644083300223_
Ершов Всеволод Юрьевич;6017_807914;Иваново;Шуя;;;;2_4;533.0;2207433048186341_
Селиванова Маргарита Архиповна;1823_233232;Ташкент;Новосибирск;;;;15_35;1591.0;4817015062002653_
Гаврилова Анна Михайловна;7122_025571;Волгоград;Омск;2024-01-08T11:06;;;11_69;679.0;5200574046111615_
Егорова Кристина Матвеевна;2143_625401;Смоленск;Вильнюс;2020-10-08T13:15;2020-10-08T21:15;29.0;2_19;;
Астафьев Роберт Львович;8470_888395;Ростов-на-Дону;Сочи;2027-11-12T02:04;2027-11-12T11:05;585.0;22_4;;
Григорьев Валентин Ростиславович;4827_152709;Пермь;Екатеринбург;2030-05-06T15:18;2030-05-07T00:54;663.0;20_18;;
Баранов Александр Богданович;0916_628229;Рязань;Москва;2023-05-22T12:19;2023-05-22T18:01;658.0;6_49;;
Куликова Виктория Платоновна;1610_713979;Анапа;Краснодар;;;;10_28;531.0;2204577224202140_
Сидоров Арсений Арсеньевич;4682_309695;Казань;Москва;;;;14_24;629.0;5500214018651275_
Белова Виталина Дамировна;;;Шира;;;;30_13;620.0;4100242787588722_
Елисеева Майя Сергеевна;;;Новороссийск;;;;1_55;896.0;5200384615174016_
Жукова Яна Германовна;;;;;;;17_18;543.0;4276387826120185_
Поляков Руслан Матвеевич;;;;;;;33_7;973.0;5200278164243641_
Самойлова Вероника Лаврентьевна;9795_164991;;;2055-02-19T04:11;2055-02-19T14:48;71.0;1_7;659.0;5200387475551566_
Лобанова Елена Евграфовна;9110_958090;;;2031-04-07T06:25;2031-04-08T16:10;61.0;1_27;1006.0;5100504053005354_
Степанов Павел Казимирович;3823_406732;Самара;;;2027-09-05T09:45;169.0;1_11;515.0;5486527041525134_
Самойлов Прокофий Матвеевич;4994_656779;Воронеж;;;2017-09-12T14:00;68.0;6_26;561.0;5469451721574140_
Фролова Дина Викторовна;7222_712004;Волгоград;;;2035-02-28T02:15;486.0;5_49;611.0;5200124644460272_
Ушаков Прохор Васильевич;8258_772421;Москва;;;;;2_6;567.0;4817363641864634_
Куликов Герман Богданович;3833_539168;София;Минск;2036-01-29T15:00;;;21_8;1901.0;4567703734400747_
Ефимов Еремей Иванович;7951_598161;Рязань;Сызрань;2019-11-02T19:38;2019-11-03T07:16;119.0;19_1;625.0;4100412258647374_
Давыдов Валентин Игоревич;2630_455629;Саранск;Нижний Новгород;2031-04-15T04:15;2031-04-15T21:55;572.0;3_25;574.0;5500725280464288_
Коновалова Алина Денисовна;5947_870391;Волгоград;Анапа;2039-03-19T06:32;2039-03-20T06:38;699.0;11_19;760.0;2204145060845653_
Герасимов Макар Елисеевич;4258_448384;Краснодар;Керчь;2020-04-13T16:40;2020-04-14T01:05;659.0;5_15;530.0;4817873182587243_
Некрасова Виталина Платоновна;0621_561120;Няндома;Ярославль;2049-01-19T22:30;2049-01-20T14:30;394.0;17_5;960.0;2207165452544581_
Соколова Агния Лаврентьевна;6114_071719;;;2022-04-24T00:41;2022-04-24T10:03;601.0;5_26;539.0;4817586042748867_
Гаврилова Ядвига Львовна;5164_709376;;;2024-10-04T05:36;2024-10-04T16:00;433.0;33_4;843.0;4817162056320285_
;;;;2050-02-07T06:55;2050-02-07T19:10;312.0;20_14;852.0;4817303271312540_
;;;;2013-01-24T20:58;2013-01-25T00:35;747.0;6_50;565.0;5400737757183007_
;;Ростов-на-Дону;Краснодар;2024-02-19T02:34;2024-02-19T11:22;405.0;28_4;774.0;2207503486765756_
;;Крымская;Анапа;2024-03-10T05:24;2024-03-10T10:00;155.0;5_1;1559.0;4100858867281040_
Степанов Глеб Александрович;4858_827437;Керчь;Волгоград;2013-09-21T20:28;2013-09-22T12:54;520.0;4_1;4286.0;2204417000687513_
Колесников Илья Степанович;8104_745878;Новосибирск;Новороссийск;2070-08-11T20:15;2070-08-15T11:45;553.0;17_11;3020.0;4100185385723756_
Елисеева Белла Владленовна;;;;;;134.0;2_26;588.0;4567862103556002_
Симонов Аполлон Платонович;;;;;;314.0;6_39;517.0;5400616568547080_
Захаров Павел Лаврентьевич;;;;;;89.0;26_3;826.0;4100122224711442_
Алексеев Валентин Ильич;9650_972860;Талица;Тюмень;;;749.0;3_11;536.0;5469366121056147_
Медведев Степан Игоревич;4180_211211;Новосибирск;Москва (Восточный);2027-11-09T18:00;2027-11-11T20:28;28.0;;;
Михайлов Евграф Ильич;;;;2017-03-10T19:25;2017-03-11T13:05;572.0;;;
Тарасова Вероника Денисовна;;;;2016-03-14T06:00;2016-03-14T09:20;605.0;;;
Ершова Юлия Юрьевна;;;;2031-08-15T04:45;2031-08-15T09:45;283.0;;;
Гусева Анастасия Константиновна;5309_384377;Москва;Владикавказ;2019-02-03T23:20;2019-02-05T05:26;189.0;29_4;1366.0;4000465714573642_
Дмитриев Наум Назарович;9373_430578;Воронеж;Москва;;;166.0;31_5;706.0;5469222721570161_
Николаев Филипп Даниилович;2476_195537;Рязань;Краснодар;;;;10_6;716.0;5100677623878570_
Коновалов Илья Арсеньевич;7694_787934;Москва;Санкт-Петербург;;;;1_14;633.0;5500880418643062_
;;Волгоград;Краснодар;;;;4_4;544.0;2200756374205403_
;;Мичуринск;Грязи;2023-07-07T03:30;2023-07-07T06:30;345.0;25_5;593.0;4000772520561430_
Новикова Полина Тимуровна;8529_409140;Москва;Тамбов;2016-01-06T19:00;2016-01-07T05:51;15.0;18_10;812.0;5200486360835171_
Мишин Максим Фёдорович;7818_512683;Актюбинск;Кульсары;2026-11-07T03:16;2026-11-07T13:53;39.0;1_6;519.0;4817385128221425_
Соловьев Василий Романович;5462_751275;Мин. Воды;Владикавказ;2029-11-14T17:20;2029-11-15T08:00;;;658.0;5500885010004583_
;;Владимир;Нижний Новгород;;;;;569.0;5400128554142034_
;;Воронеж;Москва;;;466.0;7_35;525.0;4567404857671048_
;;;;;;72.0;15_15;733.0;5100063216382287_
;;;;;;581.0;20_5;707.0;4817307682306548_
;;;;;;646.0;2_13;506.0;4300888216578633_
Ершова Снежана Федоровна;0977_255825;Муром;Арзамас;;;653.0;3_51;;
Некрасова Евгения Данииловна;5203_717804;Самара;Котлас;;;311.0;;;
Ефремов Тигран Тигранович;1421_118529;Новороссийск;Староминская;2014-05-27T07:00;2014-05-27T12:24;599.0;;;
Соболев Николай Юрьевич;5537_401852;Рязань;Москва (Восточный);2017-05-10T02:21;2017-05-10T07:33;38.0;;;
Михайлов Руслан Архипович;2757_980571;Рузаевка;Москва;2014-07-10T21:12;2014-07-11T08:36;366.0;26_7;855.0;4276351723238383_
Колесников Аполлон Степанович;1422_693348;Нижний Новгород;Москва;2037-12-11T04:52;2037-12-11T16:05;403.0;6_52;540.0;4567368504305456_
Давыдов Лев Елисеевич;5643_359107;Самара;Саратов;2016-06-04T11:49;;;;;2207444147866735_
Белова Виталина Аркадьевна;2184_248157;;;;;;;;5486156406573263_
Лазарев Марк Ярославович;8876_822224;;;;2093-06-24T16:30;685.0;;;4000808007118177_
Андреев Артур Игоревич;3485_802090;;;;;635.0;;;5500444004820835_
Соловьёва Галина Денисовна;2588_568671;Туапсе;;;;468.0;2_57;790.0;2207635634300014_
Щербакова Ева Дмитриевна;1433_368696;Казань;;;;364.0;5_28;532.0;4817011255481321_
Тарасов Максим Владимирович;9387_535046;Волгоград;Самара;2015-10-04T15:17;2015-10-05T04:48;698.0;26_14;905.0;5469488771282688_
Киселев Григорий Арсеньевич;8259_523249;;;2022-01-17T06:20;2022-01-18T00:23;248.0;16_17;1019.0;2200425520041006_
Андреева Жанна Дамировна;1782_988907;;;2019-10-21T21:15;2019-10-22T11:18;602.0;2_8;525.0;4300546012711087_
Смирнова Изабелла Геннадиевна;;;Пугачевск;2027-05-31T21:22;2027-06-01T01:54;103.0;5_6;516.0;4300756227426310_
Афанасьева Стелла Эмильевна;;;Рязань;2013-11-25T18:36;2013-11-25T22:13;748.0;2_3;619.0;2200271852730863_
Соловьев Савелий Русланович;;;Анапа;2025-07-06T05:24;2025-07-06T10:00;;;;5100061028215687_
Сидоров Глеб Богданович;;;Обнинск;2014-02-07T13:00;2014-02-07T14:01;;;;5469667281608258_
Баранова Тамара Петровна;2274_897586;Санкт-Петербург;Краснодар;2029-01-21T22:35;2029-01-23T14:50;;;;5200735517664753_
Виноградов Василий Владимирович;5943_926349;;;2052-07-15T02:10;2052-07-16T05:34;;;582.0;2202443027282472_
Миронов Тимофей Давидович;1756_125437;;;2056-05-31T07:51;2056-06-01T09:05;;;878.0;4817047750270056_
Зайцев Серафим Эльдарович;2915_998024;;;2030-09-28T12:45;2030-09-30T07:12;422.0;6_22;678.0;5469542845181011_
Жукова Нинель Георгиевна;8923_387112;;;2049-08-09T01:40;2049-08-09T17:40;137.0;3_13;567.0;5500363302272611_
Фролова Кира Арсеньевна;8991_118121;Ярославль;Котлас;2041-03-12T07:05;2041-03-13T06:35;393.0;12_21;753.0;5334503372164406_
Киселев Валентин Ильич;1424_898421;Ростов-на-Дону;Волгоград;2017-09-27T08:03;2017-09-27T15:19;484.0;5_1;2174.0;4100300020304664_
Захаров Денис Игоревич;2274_920877;Саратов;Волгоград;;;451.0;1_15;517.0;2207812741683546_
Титова Ирина Никитична;0812_525556;Москва;Севастополь;;;289.0;2_31;;
Давыдов Степан Емельянович;8709_326175;Москва;Волгоград;2021-01-18T02:41;2021-01-19T10:45;417.0;9_30;;
Тарасов Владлен Русланович;7218_396486;;;2014-08-11T05:24;2014-08-11T10:00;155.0;8_18;519.0;4817372808345737_
Комаров Елисей Юрьевич;;;;;;365.0;;;4567136650716811_
Ефимова Белла Наумовна;;;;;;472.0;;;2202045450724888_
Романова Полина Руслановна;;;;;;;;;4100087621253733_
Алексеев Даниил Пантелеевич;;;;;;;;;5100046576584826_
Давыдова Юнона Климовна;;;;;;;;515.0;4100248004871372_
Мишин Станислав Дамирович;;;;;;;;555.0;4567310076432667_
Зимина Фёкла Емельяновна;8959_563912;Москва;Киров;2040-05-13T05:40;2040-05-15T00:56;439.0;16_25;967.0;4100520542656448_
Никитина Арина Прокофьевна;6609_308105;Тула;Москва;;;688.0;2_44;;
Куликов Тимофей Эмильевич;7163_442753;Ростов-на-Дону;Сочи;;;239.0;5_32;;
Васильева Надежда Макаровна;4681_365075;Адлер;Сочи;2067-09-03T23:45;2067-09-04T08:45;590.0;19_1;770.0;5500565337038444_
Романов Авраам Никитич;1746_585919;Ростов-на-Дону;Симферополь;2059-03-24T05:35;2059-03-24T20:45;571.0;29_3;1000.0;5100745334140305_
Пономарев Степан Елистратович;5768_331144;Череповец;Вологда;2015-03-23T02:12;2015-03-23T06:53;309.0;27_2;634.0;5200766517546637_
Соболев Серафим Васильевич;3510_236637;Севастополь;Ростов-на-Дону;;;;1_12;551.0;5400300807050881_
Захарова Юлия Кристоферовна;8908_512530;Москва (Восточный);Казань;;;;3_1;4378.0;5400323620381147_
Сафронова Раиса Владленовна;5229_167926;Канаш;Москва;;;;5_1;3449.0;5200686012058847_
Сергеев Серафим Евгеньевич;2623_827637;Екатеринбург;Ростов-на-Дону;;;;;;
Емельянова Евгения Евграфовна;1795_950114;Воронеж;Кисловодск;;;;;;
Борисова Лидия Юрьевна;7812_473884;Ачинск;Абакан;;;;;;
Гусев Леонид Георгиевич;1425_561474;Сочи;Адлер;2016-06-16T05:32;2016-06-16T15:20;577.0;2_41;647.0;5469673651024736_
Ромашкина Камилла Денисовна;0117_162489;Печора;Котлас;2045-09-28T01:16;2045-09-28T11:04;42.0;8_24;535.0;5486168211634145_
Назаров Вадим Владимирович;2784_568565;Севастополь;;;;420.0;24_1;910.0;5100170583488277_
Волков Леонид Лукич;2816_050122;Рязань;;;;11.0;3_1;1890.0;2207586886283777_
Смирнов Святослав Эльдарович;8141_469630;Краснодар;;;;105.0;2_34;533.0;5100765302141323_
